"Spectra International Data File"
"[Scan Data (Pressures in mbar)]"
1	6,7993e-13	8,0113e-11	4,2735e-13	2,1533e-13	1,3919e-13	1,5717e-13	1,8124e-13	1,4168e-13	3,0836e-14	1,4467e-14	5,0168e-14	1,0079e-11	4,3099e-12	1,6399e-11	1,4594e-11	3,4027e-11	7,4691e-11	1,7077e-10	4,6969e-12	7,1540e-13	1,8978e-14	3,8408e-14	-7,0886e-15	1,0366e-12	2,0766e-12	8,7838e-12	1,7332e-11	6,9772e-11	9,9144e-12	3,5720e-12	2,3278e-12	7,2101e-12	1,8537e-13	2,5651e-13	1,0504e-14	4,7806e-13	1,5393e-12	2,1254e-12	6,2312e-12	3,0441e-12	6,8513e-12	2,9192e-12	7,0878e-12	5,7797e-12	1,7382e-11	4,7748e-13	2,0589e-13	2,8496e-13	3,8623e-13	1,1940e-12	1,1650e-12	7,0902e-13	7,0529e-13	4,3631e-13	1,2925e-12	4,9881e-13	7,6589e-13	3,5301e-13	5,1918e-13	1,1097e-13	7,2207e-14	1,3874e-13	1,9387e-13	2,1582e-13	2,3782e-13	1,6413e-13	4,5876e-13	1,7280e-13	6,4407e-13	3,1341e-13	1,5466e-13	2,4134e-14	1,3050e-14	8,7158e-14	3,9986e-14	3,7570e-14	1,7509e-13	1,2966e-13	1,3717e-13	3,0417e-14	8,0102e-14	2,8483e-14	9,6534e-14	7,7331e-14	1,6980e-14	-1,2373e-14	-1,8430e-14	-2,0331e-14	-1,2824e-14	-1,2180e-14	-1,4209e-14	-5,8320e-15	-3,9954e-15	-1,0826e-14	-4,6721e-15	5,0909e-15	-1,0665e-14	-5,5098e-15	-1,2953e-14	-1,8205e-14	
2	6,9510e-13	7,1333e-11	4,0560e-13	2,1363e-13	1,6887e-13	1,7699e-13	1,7096e-13	1,3430e-13	4,5432e-14	3,8408e-14	4,4240e-14	7,1549e-12	2,9831e-12	1,3049e-11	1,1630e-11	2,5867e-11	5,7271e-11	1,3170e-10	3,9242e-12	6,4149e-13	4,0437e-14	4,3273e-14	1,1052e-14	6,2506e-13	1,3226e-12	5,8308e-12	1,2088e-11	5,9450e-11	7,8805e-12	2,3559e-12	1,8617e-12	6,5400e-12	1,4835e-13	1,8969e-13	2,3264e-14	2,9688e-13	1,0500e-12	1,5291e-12	4,2957e-12	2,3074e-12	5,0199e-12	2,2874e-12	5,9761e-12	4,4645e-12	1,4934e-11	4,3263e-13	1,6484e-13	1,8537e-13	2,3225e-13	7,4672e-13	7,3071e-13	4,3969e-13	5,0149e-13	3,0288e-13	9,4878e-13	3,6703e-13	5,9429e-13	2,8222e-13	4,4278e-13	1,1074e-13	9,8274e-14	9,0670e-14	1,2595e-13	1,8608e-13	1,8343e-13	1,1954e-13	2,9456e-13	1,1087e-13	5,3023e-13	2,3074e-13	1,5318e-13	1,3082e-14	3,3252e-14	9,8661e-14	7,3786e-14	4,8170e-14	1,4448e-13	1,0697e-13	1,2537e-13	2,2877e-14	6,4184e-14	4,8042e-14	1,1519e-13	8,0166e-14	4,0470e-14	8,4741e-15	5,6065e-15	1,3533e-15	6,8631e-15	1,5498e-14	1,6110e-16	2,6679e-14	1,0923e-14	3,2865e-15	2,2168e-14	1,1406e-14	1,8140e-14	2,0654e-14	2,8677e-15	5,6709e-15	
3	6,9913e-13	6,7398e-11	4,2116e-13	2,1256e-13	1,6507e-13	1,6877e-13	1,7686e-13	1,3720e-13	4,2338e-14	3,1158e-14	4,4948e-14	6,4647e-12	2,8275e-12	1,2298e-11	1,0725e-11	2,5046e-11	5,1892e-11	1,1775e-10	3,7300e-12	6,0073e-13	1,5434e-14	4,0695e-14	5,4131e-15	5,6326e-13	1,2743e-12	5,2720e-12	1,0879e-11	5,5789e-11	7,4536e-12	2,3055e-12	1,7259e-12	6,2889e-12	1,2605e-13	1,9107e-13	1,0923e-14	2,6350e-13	9,4762e-13	1,4393e-12	4,0051e-12	2,2212e-12	4,9002e-12	2,0610e-12	5,6254e-12	4,0038e-12	1,4468e-11	3,6883e-13	1,4719e-13	1,4187e-13	2,3860e-13	6,7123e-13	6,4229e-13	3,6619e-13	4,1130e-13	2,7439e-13	8,0456e-13	3,7277e-13	5,6016e-13	2,4253e-13	3,9045e-13	1,2405e-13	7,7395e-14	7,9812e-14	1,4680e-13	1,4490e-13	1,4342e-13	1,1090e-13	2,8068e-13	7,2787e-14	4,6095e-13	2,0154e-13	1,2376e-13	2,5390e-14	3,5894e-14	7,8587e-14	4,0985e-14	4,8879e-14	1,0849e-13	1,0865e-13	1,0598e-13	2,6679e-14	6,2251e-14	2,8258e-14	1,0656e-13	8,2647e-14	2,7098e-14	-1,2888e-16	1,5788e-15	-2,9643e-15	-2,6743e-15	1,2888e-15	2,0944e-15	2,0235e-14	1,0955e-15	1,8205e-14	2,3199e-15	1,2051e-14	5,1876e-15	2,0976e-14	-8,9252e-15	-1,8044e-15	
4	7,0632e-13	6,7313e-11	4,0276e-13	2,2793e-13	1,4625e-13	1,7609e-13	1,6420e-13	1,0656e-13	3,0127e-14	3,3510e-14	4,6527e-14	6,0226e-12	2,7101e-12	1,2382e-11	1,0511e-11	2,3815e-11	4,8210e-11	1,0717e-10	3,5690e-12	5,0671e-13	2,7775e-14	4,0212e-14	3,9310e-15	5,8024e-13	1,1696e-12	4,8293e-12	9,9324e-12	5,4026e-11	6,9770e-12	2,3142e-12	1,7324e-12	6,2381e-12	1,1922e-13	2,0953e-13	9,7308e-15	2,7588e-13	8,8592e-13	1,3058e-12	3,5910e-12	2,1045e-12	4,5334e-12	1,8599e-12	5,6397e-12	3,7424e-12	1,3696e-11	3,5224e-13	1,2279e-13	1,1712e-13	1,9120e-13	5,5949e-13	5,5114e-13	3,6191e-13	3,4651e-13	2,3963e-13	7,9502e-13	2,7207e-13	4,6282e-13	2,5091e-13	3,8466e-13	1,2840e-13	7,0274e-14	9,8242e-14	9,6824e-14	1,5711e-13	1,2125e-13	7,0500e-14	2,2355e-13	8,7094e-14	4,4281e-13	1,9639e-13	1,2930e-13	2,6067e-14	1,7238e-14	6,2670e-14	3,8504e-14	2,6228e-14	6,8728e-14	7,2111e-14	7,6203e-14	3,4638e-14	5,2101e-14	3,1738e-14	7,3754e-14	5,8771e-14	1,7238e-14	7,0564e-15	-1,9977e-15	-4,8332e-16	-3,8665e-16	-5,3809e-15	2,8999e-16	5,8965e-15	-4,5109e-15	6,7986e-15	8,6997e-16	5,7998e-15	1,2502e-14	9,2152e-15	-9,9885e-16	2,0621e-15	
5	7,1399e-13	6,5254e-11	4,1272e-13	2,1904e-13	1,4757e-13	1,9803e-13	1,5076e-13	1,0817e-13	3,6216e-14	3,2479e-14	4,0824e-14	5,7656e-12	2,5293e-12	1,2050e-11	1,0172e-11	2,2906e-11	4,5626e-11	1,0058e-10	3,5219e-12	5,0072e-13	2,1459e-14	2,6163e-14	2,1266e-15	5,4705e-13	1,0832e-12	4,5240e-12	9,3099e-12	5,3257e-11	6,5611e-12	2,0531e-12	1,7124e-12	6,1145e-12	9,8178e-14	1,7135e-13	1,4725e-14	2,0380e-13	8,2624e-13	1,2705e-12	3,3586e-12	1,8453e-12	4,2215e-12	1,8447e-12	5,2757e-12	3,6636e-12	1,3673e-11	3,7956e-13	1,1558e-13	1,0227e-13	1,7702e-13	4,9872e-13	4,7803e-13	2,9205e-13	3,3062e-13	1,8988e-13	6,6601e-13	2,8322e-13	4,9843e-13	2,0328e-13	3,8975e-13	9,2313e-14	6,9146e-14	6,1478e-14	1,0188e-13	1,2482e-13	1,1538e-13	6,8631e-14	1,7019e-13	6,2058e-14	3,6291e-13	1,8044e-13	1,2756e-13	1,5853e-14	2,0525e-14	6,3540e-14	6,9501e-14	2,8097e-14	7,8458e-14	8,3710e-14	6,8212e-14	1,6111e-14	3,6184e-14	2,4681e-14	7,1305e-14	6,8405e-14	3,1899e-14	-3,2221e-15	-7,0886e-16	-3,0932e-15	-2,5777e-16	4,8009e-15	-3,1254e-15	6,2187e-15	3,2221e-16	4,5110e-16	3,1577e-15	1,7689e-14	1,3275e-14	1,0858e-14	-2,0621e-15	2,3199e-15	
6	7,0039e-13	6,5257e-11	3,6606e-13	2,1121e-13	1,7074e-13	1,8073e-13	2,0689e-13	1,2827e-13	3,4702e-14	2,8548e-14	4,1307e-14	5,3986e-12	2,3530e-12	1,1556e-11	9,8981e-12	2,1722e-11	4,3325e-11	9,5374e-11	3,4011e-12	4,7159e-13	1,8430e-14	4,3595e-14	-1,0955e-15	4,3556e-13	9,7543e-13	4,1963e-12	8,6760e-12	5,2387e-11	6,5252e-12	1,9788e-12	1,5610e-12	6,0869e-12	8,6578e-14	1,7383e-13	3,0932e-15	2,0344e-13	8,1626e-13	1,1514e-12	3,1662e-12	1,6340e-12	3,7021e-12	1,7630e-12	5,1359e-12	3,4732e-12	1,3672e-11	3,7177e-13	1,1136e-13	9,5407e-14	1,1938e-13	4,4468e-13	4,3898e-13	2,2593e-13	2,3473e-13	1,8572e-13	5,8439e-13	2,5638e-13	3,9129e-13	2,3815e-13	3,5456e-13	8,5934e-14	6,7890e-14	5,6226e-14	4,4304e-14	8,1713e-14	9,3763e-14	8,0617e-14	1,4851e-13	4,9685e-14	3,5875e-13	1,7348e-13	1,2818e-13	1,1471e-14	2,1137e-14	4,2757e-14	2,5616e-14	2,6357e-14	6,4313e-14	7,8619e-14	3,9535e-14	1,5788e-14	3,3768e-14	1,5885e-14	6,6504e-14	5,6935e-14	2,5068e-14	3,5443e-16	-8,5708e-15	-3,7699e-15	-6,5731e-15	-1,0053e-14	-4,7043e-15	-3,9632e-15	1,5788e-15	1,3307e-14	-4,2854e-15	8,1519e-15	-4,1887e-15	-4,5754e-15	-1,1148e-14	-8,1197e-15	
7	7,1727e-13	6,3449e-11	4,0283e-13	2,2149e-13	1,5208e-13	1,7419e-13	2,0634e-13	1,0440e-13	4,2338e-14	2,7517e-14	4,7945e-14	5,2231e-12	2,2266e-12	1,1226e-11	9,3457e-12	2,0613e-11	4,0673e-11	9,1732e-11	3,3526e-12	4,8219e-13	3,5572e-14	3,2124e-14	2,8355e-15	4,4207e-13	1,0067e-12	3,9551e-12	8,3238e-12	5,1931e-11	6,2958e-12	1,7527e-12	1,5865e-12	5,9112e-12	8,3839e-14	1,5324e-13	6,1220e-15	2,1852e-13	7,2568e-13	1,1416e-12	3,0477e-12	1,4878e-12	3,5235e-12	1,8070e-12	5,0462e-12	3,3210e-12	1,3698e-11	3,3484e-13	1,5350e-13	9,3183e-14	1,1812e-13	3,6506e-13	3,3806e-13	1,8604e-13	2,7704e-13	1,4477e-13	5,6168e-13	2,0080e-13	3,8559e-13	2,2535e-13	3,7090e-13	1,1229e-13	5,1457e-14	7,8426e-14	6,8889e-14	5,9673e-14	7,6493e-14	5,9867e-14	1,2895e-13	5,4421e-14	3,5872e-13	1,9023e-13	1,0623e-13	1,7689e-14	1,5112e-14	5,4099e-14	5,4969e-14	2,8000e-14	8,0456e-14	7,5977e-14	5,6161e-14	2,3554e-14	3,4187e-14	1,0601e-14	6,0286e-14	2,9257e-14	1,2502e-14	1,7399e-15	-4,1243e-15	-1,0311e-15	-3,8665e-15	-2,9321e-15	-6,4442e-15	5,5098e-15	-5,1554e-16	1,3050e-14	3,3832e-15	2,2233e-15	1,0858e-14	1,5402e-14	7,7331e-16	-1,1277e-15	
8	6,7845e-13	6,4488e-11	3,8881e-13	2,1131e-13	1,4541e-13	1,8569e-13	1,9049e-13	1,2099e-13	3,5765e-14	3,8343e-14	4,6656e-14	5,1140e-12	2,0490e-12	1,0943e-11	9,2118e-12	1,9743e-11	3,9181e-11	8,8887e-11	3,3025e-12	4,7504e-13	8,3775e-15	3,0771e-14	3,3188e-15	3,6249e-13	9,0841e-13	3,7247e-12	8,1306e-12	5,1681e-11	6,1660e-12	1,6978e-12	1,5194e-12	5,9019e-12	6,5215e-14	1,2695e-13	5,1554e-16	1,7886e-13	6,9517e-13	1,0060e-12	2,9551e-12	1,4010e-12	3,2531e-12	1,7066e-12	4,8597e-12	3,4044e-12	1,3465e-11	3,7238e-13	1,2041e-13	5,9609e-14	8,7384e-14	3,0906e-13	3,2066e-13	1,5299e-13	2,1475e-13	1,5843e-13	4,8660e-13	2,1073e-13	3,5578e-13	2,0638e-13	3,8775e-13	8,0907e-14	5,8642e-14	4,7333e-14	5,6709e-14	6,6214e-14	6,9340e-14	4,2693e-14	1,1677e-13	5,1586e-14	3,0526e-13	1,2656e-13	7,4721e-14	7,9586e-15	1,7496e-14	4,3531e-14	3,7699e-14	1,5112e-14	5,2778e-14	7,4012e-14	5,4002e-14	1,2018e-14	3,7022e-14	-5,6065e-15	6,0318e-14	4,0405e-14	1,0633e-14	-3,9632e-15	-4,9943e-15	-9,1508e-15	-1,0826e-14	-3,8665e-15	-7,4753e-15	1,4499e-15	-4,6398e-15	-2,5777e-16	-7,1853e-15	9,0219e-16	-2,7710e-15	5,0909e-15	-5,4776e-15	-3,2543e-15	
9	7,0848e-13	6,4133e-11	4,1043e-13	2,3148e-13	1,4941e-13	1,5949e-13	1,5846e-13	1,1342e-13	4,1114e-14	3,5572e-14	3,5572e-14	5,0125e-12	2,1235e-12	1,0767e-11	8,8260e-12	1,8853e-11	3,7845e-11	8,7091e-11	3,2299e-12	5,0674e-13	2,5165e-14	2,2136e-14	1,3468e-14	3,7940e-13	8,4451e-13	3,4820e-12	7,8612e-12	5,0937e-11	6,0499e-12	1,5338e-12	1,5326e-12	5,8793e-12	7,1047e-14	1,3240e-13	1,0085e-14	1,6884e-13	7,2832e-13	9,7540e-13	2,8123e-12	1,4647e-12	3,1682e-12	1,6397e-12	4,8664e-12	3,3570e-12	1,3181e-11	3,2666e-13	1,0588e-13	7,1789e-14	9,1927e-14	3,2598e-13	3,1203e-13	1,5846e-13	2,1475e-13	1,3462e-13	4,7745e-13	1,8659e-13	3,1055e-13	1,9230e-13	3,4441e-13	8,1100e-14	4,0244e-14	3,8762e-14	6,0930e-14	9,5149e-14	6,1864e-14	4,7462e-14	1,3037e-13	5,1844e-14	2,4266e-13	1,4802e-13	7,4592e-14	1,8753e-14	1,0085e-14	4,9202e-14	3,9310e-14	4,1855e-14	4,2951e-14	5,5195e-14	4,0437e-14	2,1008e-14	3,2286e-14	3,4251e-14	5,2681e-14	3,5057e-14	1,2502e-14	-1,5144e-15	-3,7699e-15	-6,6698e-15	-1,4822e-15	-1,8366e-15	8,0553e-16	6,1542e-15	7,3142e-15	2,5455e-15	-4,6398e-15	-1,0504e-14	1,5531e-14	3,8021e-15	9,4408e-15	-3,0932e-15	
10	6,8718e-13	6,4527e-11	3,9503e-13	2,2432e-13	1,5250e-13	1,3971e-13	1,6546e-13	9,3924e-14	3,6088e-14	3,1802e-14	3,6925e-14	4,8905e-12	2,0112e-12	1,0586e-11	8,6515e-12	1,7788e-11	3,6506e-11	8,4817e-11	3,2137e-12	4,7880e-13	2,2748e-14	1,5788e-14	2,8999e-16	3,6503e-13	8,7654e-13	3,4894e-12	7,5248e-12	5,0323e-11	5,9798e-12	1,4603e-12	1,4962e-12	5,6361e-12	5,4776e-14	1,1136e-13	7,0886e-16	1,4980e-13	6,4739e-13	1,0026e-12	2,7344e-12	1,2913e-12	3,0828e-12	1,6101e-12	4,8397e-12	3,2981e-12	1,3140e-11	3,5701e-13	9,7018e-14	4,5947e-14	6,3282e-14	2,7275e-13	2,3218e-13	1,3082e-13	1,9974e-13	1,0398e-13	4,9169e-13	1,9391e-13	3,4725e-13	2,1656e-13	3,2447e-13	7,8780e-14	2,7388e-14	3,2124e-14	6,6440e-14	5,3100e-14	4,9040e-14	2,5680e-14	1,3874e-13	3,4992e-14	2,5023e-13	9,4021e-14	4,8299e-14	1,5692e-14	-2,8999e-16	3,3381e-14	2,2426e-14	1,6465e-14	6,5570e-14	5,2134e-14	4,5851e-14	4,4465e-15	4,5979e-14	1,3791e-14	5,8127e-14	2,9643e-14	7,4753e-15	-5,0265e-15	-3,5765e-15	-1,2437e-14	1,9333e-16	-1,2212e-14	-9,5697e-15	3,0610e-15	6,1220e-16	-1,2566e-15	1,9655e-15	-6,0898e-15	-6,1220e-16	-8,6997e-16	1,2244e-15	-3,2543e-15	
